pid,artist,location,label,_date,object_type,current_location,source,order,layout,collection,thumbnail,full,manifest
obj82,,,The Western Door,6/11/06,photo,,,82,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj82/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj82/full/full/0/default.jpg,/img/derivatives/iiif/obj82/manifest.json
obj83,,,The Three Sisters,6/11/06,photo,,,83,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj83/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj83/full/full/0/default.jpg,/img/derivatives/iiif/obj83/manifest.json
obj84,,,The Warrior's Path,6/11/06,photo,,,84,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj84/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj84/full/full/0/default.jpg,/img/derivatives/iiif/obj84/manifest.json
obj85,,,Rt. 17 Corn Field,6/11/06,photo,,,85,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj85/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj85/full/full/0/default.jpg,/img/derivatives/iiif/obj85/manifest.json
obj86,,,Longhouse,6/11/06,photo,,,86,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj86/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj86/full/full/0/default.jpg,/img/derivatives/iiif/obj86/manifest.json
obj87,,,Iroquoia 1779,6/11/06,photo,,,87,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj87/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj87/full/full/0/default.jpg,/img/derivatives/iiif/obj87/manifest.json
obj88,,,Scorched Earth,6/11/06,photo,,,88,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj88/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj88/full/full/0/default.jpg,/img/derivatives/iiif/obj88/manifest.json
obj89,,,Sacred & Imperiled,6/11/06,photo,,,89,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj89/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj89/full/full/0/default.jpg,/img/derivatives/iiif/obj89/manifest.json
obj9,Ousmane Sow,online, Corps a corps au couteau,1999,composite,,http://www.ousmanesow.com,9,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj9/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj9/full/full/0/default.jpg,/img/derivatives/iiif/obj9/manifest.json
obj90,,,Stewardship Now,6/11/06,photo,,,90,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj90/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj90/full/full/0/default.jpg,/img/derivatives/iiif/obj90/manifest.json
obj91,,,NOLA 2005,6/11/06,photo,,,91,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj91/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj91/full/full/0/default.jpg,/img/derivatives/iiif/obj91/manifest.json
obj92,,,As long as the Rivers flow,6/11/06,photo,,,92,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj92/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj92/full/full/0/default.jpg,/img/derivatives/iiif/obj92/manifest.json
obj93,,,"Trailblazer, East",6/8/06,photo,,,93,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj93/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj93/full/full/0/default.jpg,/img/derivatives/iiif/obj93/manifest.json
obj94,,,War Memorial,6/8/06,photo,,,94,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj94/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj94/full/full/0/default.jpg,/img/derivatives/iiif/obj94/manifest.json
obj95,,,Tioga (Turning) Point,6/8/06,photo,,,95,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj95/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj95/full/full/0/default.jpg,/img/derivatives/iiif/obj95/manifest.json
obj96,,,Susquehanna Banks,6/8/06,photo,,,96,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj96/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj96/full/full/0/default.jpg,/img/derivatives/iiif/obj96/manifest.json
obj97,,,Over Ancestral Bones,6/8/06,photo,,,97,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj97/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj97/full/full/0/default.jpg,/img/derivatives/iiif/obj97/manifest.json
obj98,,,Wyoming!,6/8/06,photo,,,98,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj98/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj98/full/full/0/default.jpg,/img/derivatives/iiif/obj98/manifest.json
obj99,,,Marking Wyoming,6/8/06,photo,,,99,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj99/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj99/full/full/0/default.jpg,/img/derivatives/iiif/obj99/manifest.json
